ENSMUST00000000001	ENSMUSG00000000001	Gnai3
ENSMUST00000023555	ENSMUSG00000022849	Hspbap1
ENSMUST00000023559	ENSMUSG00000022853	Ehhadh
ENSMUST00000023561	ENSMUSG00000022855	Senp2
ENSMUST00000023562	ENSMUSG00000022856	Tmem41a
ENSMUST00000023566	ENSMUSG00000022857	Tmprss15
ENSMUST00000023568	ENSMUSG00000022860	Chodl
ENSMUST00000023570	ENSMUSG00000022863	Btg3
ENSMUST00000023572	ENSMUSG00000022865	Cxadr
ENSMUST00000023580	ENSMUSG00000022867	Usp25
ENSMUST00000023583	ENSMUSG00000022868	Ahsg
ENSMUST00000023587	ENSMUSG00000022871	Fetub
ENSMUST00000023589	ENSMUSG00000022875	Kng1
ENSMUST00000023590	ENSMUSG00000022877	Hrg
ENSMUST00000023593	ENSMUSG00000022878	Adipoq
ENSMUST00000023598	ENSMUSG00000022881	Rfc4
ENSMUST00000023599	ENSMUSG00000022884	Eif4a2
ENSMUST00000023600	ENSMUSG00000022883	Robo1
ENSMUST00000023601	ENSMUSG00000022885	St6gal1
ENSMUST00000023602	ENSMUSG00000022886	Prl2a1
ENSMUST00000023608	ENSMUSG00000022890	Atp5j
ENSMUST00000023610	ENSMUSG00000022893	Adamts1
ENSMUST00000023611	ENSMUSG00000022894	Adamts5
ENSMUST00000023612	ENSMUSG00000022895	Ets2
ENSMUST00000023614	ENSMUSG00000022897	Dyrk1a
ENSMUST00000023615	ENSMUSG00000022898	Dscr3
ENSMUST00000023616	ENSMUSG00000022899	Slc15a2
ENSMUST00000023617	ENSMUSG00000022900	Ildr1
ENSMUST00000023619	ENSMUSG00000022902	Stfa2
ENSMUST00000023622	ENSMUSG00000022906	Parp9
ENSMUST00000023629	ENSMUSG00000022912	Pros1
ENSMUST00000023630	ENSMUSG00000022913	Psmg1
ENSMUST00000023631	ENSMUSG00000022914	Brwd1
ENSMUST00000023655	ENSMUSG00000000386	Mx1
ENSMUST00000023660	ENSMUSG00000022941	Ripply3
ENSMUST00000023666	ENSMUSG00000022945	Chaf1b
ENSMUST00000023669	ENSMUSG00000022948	Setd4
ENSMUST00000023670	ENSMUSG00000022949	Clic6
ENSMUST00000023672	ENSMUSG00000022951	Rcan1
ENSMUST00000023673	ENSMUSG00000022952	Runx1
ENSMUST00000023677	ENSMUSG00000022956	Atp5o
ENSMUST00000023682	ENSMUSG00000022960	Donson
ENSMUST00000023684	ENSMUSG00000022962	Gart
ENSMUST00000023686	ENSMUSG00000022964	Tmem50b
ENSMUST00000023691	ENSMUSG00000022969	Il10rb
ENSMUST00000023693	ENSMUSG00000022971	Ifnar2
ENSMUST00000023694	ENSMUSG00000022972	1110004E09Rik
ENSMUST00000023698	ENSMUSG00000022974	Paxbp1
ENSMUST00000023707	ENSMUSG00000022982	Sod1
ENSMUST00000023709	ENSMUSG00000061527	Krt5
ENSMUST00000023710	ENSMUSG00000051879	Krt71
ENSMUST00000023712	ENSMUSG00000064201	Krt2
ENSMUST00000023713	ENSMUSG00000049548	Krt82
ENSMUST00000023714	ENSMUSG00000048699	4732456N10Rik
ENSMUST00000023718	ENSMUSG00000067613	5430421N21Rik
ENSMUST00000023720	ENSMUSG00000044294	Krt84
ENSMUST00000023722	ENSMUSG00000022987	Zfp641
ENSMUST00000023726	ENSMUSG00000022991	Lalba
ENSMUST00000023727	ENSMUSG00000022992	Kansl2
ENSMUST00000023728	ENSMUSG00000022993	4930415O20Rik
ENSMUST00000023732	ENSMUSG00000022996	Wnt10b
ENSMUST00000023734	ENSMUSG00000022997	Wnt1
ENSMUST00000023736	ENSMUSG00000022999	Lmbr1l
ENSMUST00000023737	ENSMUSG00000023000	Dhh
ENSMUST00000023741	ENSMUSG00000048154	Kmt2d
ENSMUST00000023745	ENSMUSG00000023007	Prpf40b
ENSMUST00000023747	ENSMUSG00000023009	Nckap5l
ENSMUST00000023749	ENSMUSG00000023010	Tmbim6
ENSMUST00000023750	ENSMUSG00000023011	Faim2
ENSMUST00000023752	ENSMUSG00000023013	Aqp2
ENSMUST00000023754	ENSMUSG00000043144	Aqp6
ENSMUST00000023756	ENSMUSG00000023015	Racgap1
ENSMUST00000023758	ENSMUSG00000023017	Asic1
ENSMUST00000023759	ENSMUSG00000023018	Smarcd1
ENSMUST00000023760	ENSMUSG00000023019	Gpd1
ENSMUST00000023761	ENSMUSG00000023020	Cox14
ENSMUST00000023768	ENSMUSG00000023026	Dip2b
ENSMUST00000023769	ENSMUSG00000023027	Atf1
ENSMUST00000023774	ENSMUSG00000023030	Slc11a2
ENSMUST00000023775	ENSMUSG00000023031	Cela1
ENSMUST00000023776	ENSMUSG00000023032	Slc4a8
ENSMUST00000023779	ENSMUSG00000023034	Nr4a1
ENSMUST00000023781	ENSMUSG00000063971	1700011A15Rik
ENSMUST00000023786	ENSMUSG00000023041	Krt6b
ENSMUST00000023788	ENSMUSG00000058354	Krt6a
ENSMUST00000023790	ENSMUSG00000046834	Krt1
ENSMUST00000023797	ENSMUSG00000059668	Krt4
ENSMUST00000023799	ENSMUSG00000061397	Krt79
ENSMUST00000023803	ENSMUSG00000023043	Krt18
ENSMUST00000023805	ENSMUSG00000023044	Csad
ENSMUST00000023806	ENSMUSG00000023045	Soat2
ENSMUST00000023807	ENSMUSG00000023046	Igfbp6
ENSMUST00000023809	ENSMUSG00000023047	Amhr2
ENSMUST00000023810	ENSMUSG00000023048	Prr13
ENSMUST00000023812	ENSMUSG00000023050	Map3k12
ENSMUST00000023813	ENSMUSG00000023051	Tarbp2
ENSMUST00000023814	ENSMUSG00000023052	Npff
ENSMUST00000023818	ENSMUSG00000023055	Calcoco1
ENSMUST00000023826	ENSMUSG00000023064	Sncg
ENSMUST00000023828	ENSMUSG00000023066	Rttn
ENSMUST00000023829	ENSMUSG00000023067	Cdkn1a
ENSMUST00000023830	ENSMUSG00000023068	Nus1
ENSMUST00000023832	ENSMUSG00000023070	Rgn
ENSMUST00000023835	ENSMUSG00000023073	Slc10a2
ENSMUST00000023836	ENSMUSG00000023074	Mospd1
ENSMUST00000023840	ENSMUSG00000023078	Cxcl13
ENSMUST00000023845	ENSMUSG00000023083	H2-M10.2
ENSMUST00000023846	ENSMUSG00000023084	Lrrc71
ENSMUST00000023849	ENSMUSG00000023087	Ccrn4l
ENSMUST00000023854	ENSMUSG00000023092	Fhl1
ENSMUST00000023856	ENSMUSG00000023094	Msrb2
ENSMUST00000023861	ENSMUSG00000058017	Serpinb3d
ENSMUST00000023867	ENSMUSG00000023104	Rfc2
ENSMUST00000023869	ENSMUSG00000023106	Denr
ENSMUST00000023873	ENSMUSG00000023110	Prmt5
ENSMUST00000023882	ENSMUSG00000023118	Sympk
ENSMUST00000023884	ENSMUSG00000023120	Gm853
ENSMUST00000023897	ENSMUSG00000023132	Gzma
ENSMUST00000023906	ENSMUSG00000023140	Reg2
ENSMUST00000023911	ENSMUSG00000023143	Nagpa
ENSMUST00000023913	ENSMUSG00000023147	Wrb
ENSMUST00000023917	ENSMUSG00000023151	Lrrc69
ENSMUST00000023918	ENSMUSG00000023150	Ivns1abp
ENSMUST00000023920	ENSMUSG00000023153	Tmem52
ENSMUST00000023924	ENSMUSG00000023156	Rpp14
ENSMUST00000023931	ENSMUSG00000023165	Ssxb2
ENSMUST00000023952	ENSMUSG00000049382	Krt8
ENSMUST00000023953	ENSMUSG00000023185	Ceacam14
ENSMUST00000023958	ENSMUSG00000023191	Leprel2
ENSMUST00000023959	ENSMUSG00000023192	Grm2
ENSMUST00000023965	ENSMUSG00000057037	Cfhr1
ENSMUST00000023978	ENSMUSG00000023210	Lcn9
ENSMUST00000023987	ENSMUSG00000023216	Epb4.2
ENSMUST00000023994	ENSMUSG00000023224	Serping1
ENSMUST00000024004	ENSMUSG00000023235	Ccl25
ENSMUST00000024005	ENSMUSG00000023236	Scg5
ENSMUST00000024011	ENSMUSG00000023243	Kcnk5
ENSMUST00000024015	ENSMUSG00000023247	Guca2a
ENSMUST00000024026	ENSMUSG00000023257	Cypt1
ENSMUST00000024031	ENSMUSG00000023262	Acy1
ENSMUST00000024032	ENSMUSG00000023263	9530002B09Rik
ENSMUST00000024035	ENSMUSG00000023267	Gabrr2
ENSMUST00000024042	ENSMUSG00000023272	Creld2
ENSMUST00000024044	ENSMUSG00000023274	Cd4
ENSMUST00000024047	ENSMUSG00000023277	Twf2
ENSMUST00000024049	ENSMUSG00000023279	Bmp15
ENSMUST00000024056	ENSMUSG00000023286	Ube2j2
ENSMUST00000024059	ENSMUSG00000023289	Sva
ENSMUST00000024078	ENSMUSG00000023307	March5
ENSMUST00000024099	ENSMUSG00000023328	Ache
ENSMUST00000024104	ENSMUSG00000023333	Gcm1
ENSMUST00000024112	ENSMUSG00000023341	Mx2
ENSMUST00000024118	ENSMUSG00000023349	Clec4n
ENSMUST00000024119	ENSMUSG00000023348	Trip6
ENSMUST00000024121	ENSMUSG00000023350	4921501E09Rik
ENSMUST00000024123	ENSMUSG00000023353	Agap3
ENSMUST00000024155	ENSMUSG00000023387	Kcnk16
ENSMUST00000024159	ENSMUSG00000023391	Dlx2
ENSMUST00000024171	ENSMUSG00000023403	Stk31
ENSMUST00000024179	ENSMUSG00000023411	Nfatc4
ENSMUST00000024200	ENSMUSG00000078520	Gm13011
ENSMUST00000024206	ENSMUSG00000023439	Gnb3
ENSMUST00000024233	ENSMUSG00000023467	Tulp2
ENSMUST00000024238	ENSMUSG00000023473	Celsr3
ENSMUST00000024249	ENSMUSG00000023484	Prph
ENSMUST00000024260	ENSMUSG00000023495	Pcbp4
ENSMUST00000024338	ENSMUSG00000023571	Fam132a
ENSMUST00000024470	ENSMUSG00000023707	Ogfod2
ENSMUST00000024486	ENSMUSG00000023723	Mrps23
ENSMUST00000024492	ENSMUSG00000056938	Acbd4
ENSMUST00000024518	ENSMUSG00000023755	Rhebl1
ENSMUST00000024565	ENSMUSG00000023802	Nox3
ENSMUST00000024572	ENSMUSG00000023806	Rsph3b
ENSMUST00000024575	ENSMUSG00000023809	Rps6ka2
ENSMUST00000024594	ENSMUSG00000023827	Agpat4
ENSMUST00000024595	ENSMUSG00000023828	Slc22a3
ENSMUST00000024596	ENSMUSG00000023829	Slc22a1
ENSMUST00000024599	ENSMUSG00000023830	Igf2r
ENSMUST00000024620	ENSMUSG00000023846	Riok2
ENSMUST00000024627	ENSMUSG00000023852	Chd1
ENSMUST00000024636	ENSMUSG00000069135	Fgfr1op
ENSMUST00000024639	ENSMUSG00000015222	Map2
ENSMUST00000024647	ENSMUSG00000023868	Pde10a
ENSMUST00000024650	ENSMUSG00000023873	1700010I14Rik
ENSMUST00000024657	ENSMUSG00000023883	Phf10
ENSMUST00000024660	ENSMUSG00000023886	Smoc2
ENSMUST00000024696	ENSMUSG00000023903	Mmp25
ENSMUST00000024698	ENSMUSG00000023905	Tnfrsf12a
ENSMUST00000024699	ENSMUSG00000023906	Cldn6
ENSMUST00000024701	ENSMUSG00000023908	Pkmyt1
ENSMUST00000024702	ENSMUSG00000023909	Paqr4
ENSMUST00000024704	ENSMUSG00000023911	Flywch2
ENSMUST00000024705	ENSMUSG00000023912	Slc25a27
ENSMUST00000024706	ENSMUSG00000023913	Pla2g7
ENSMUST00000024707	ENSMUSG00000023914	Mep1a
ENSMUST00000024708	ENSMUSG00000023915	Tnfrsf21
ENSMUST00000024709	ENSMUSG00000061665	Cd2ap
ENSMUST00000024711	ENSMUSG00000023918	Gpr115
ENSMUST00000024717	ENSMUSG00000023923	Tbc1d5
ENSMUST00000024720	ENSMUSG00000023927	Satb1
ENSMUST00000024721	ENSMUSG00000023926	Rhag
ENSMUST00000024724	ENSMUSG00000023930	Crisp2
ENSMUST00000024725	ENSMUSG00000023931	Efhb
ENSMUST00000024727	ENSMUSG00000023932	Cdc5l
ENSMUST00000024731	ENSMUSG00000023935	Spats1
ENSMUST00000024733	ENSMUSG00000023938	Aars2
ENSMUST00000024734	ENSMUSG00000023939	Mrpl14
ENSMUST00000024736	ENSMUSG00000023940	Sgol1
ENSMUST00000024738	ENSMUSG00000023943	Sult1c1
ENSMUST00000024739	ENSMUSG00000023944	Hsp90ab1
ENSMUST00000024742	ENSMUSG00000023947	Nfkbie
ENSMUST00000024747	ENSMUSG00000023951	Vegfa
ENSMUST00000024748	ENSMUSG00000023952	Gtpbp2
ENSMUST00000024749	ENSMUSG00000023953	Polh
ENSMUST00000024755	ENSMUSG00000023959	Clic5
ENSMUST00000024756	ENSMUSG00000023960	Enpp5
ENSMUST00000024757	ENSMUSG00000023961	Enpp4
ENSMUST00000024762	ENSMUSG00000023966	Rsph9
ENSMUST00000024763	ENSMUSG00000023967	Mrps18a
ENSMUST00000024764	ENSMUSG00000023968	Crip3
ENSMUST00000024766	ENSMUSG00000023971	Rrp36
ENSMUST00000024773	ENSMUSG00000023978	Prph2
ENSMUST00000024774	ENSMUSG00000023979	Guca1b
ENSMUST00000024778	ENSMUSG00000092558	Med20
ENSMUST00000024782	ENSMUSG00000023987	Pgc
ENSMUST00000024783	ENSMUSG00000023988	Bysl
ENSMUST00000024786	ENSMUSG00000023990	Tfeb
ENSMUST00000024791	ENSMUSG00000023992	Trem2
ENSMUST00000024792	ENSMUSG00000023993	Treml1
ENSMUST00000024794	ENSMUSG00000023995	Tspo2
ENSMUST00000024796	ENSMUSG00000070995	Gm6313
ENSMUST00000024797	ENSMUSG00000064120	Mocs1
ENSMUST00000024798	ENSMUSG00000023999	Kif6
ENSMUST00000024802	ENSMUSG00000024007	Ppil1
ENSMUST00000024805	ENSMUSG00000024008	Cpne5
ENSMUST00000024810	ENSMUSG00000024013	Fgd2
ENSMUST00000024817	ENSMUSG00000090083	Rnf8
ENSMUST00000024823	ENSMUSG00000024026	Glo1
ENSMUST00000024826	ENSMUSG00000024028	Tff2
ENSMUST00000024827	ENSMUSG00000024029	Tff3
ENSMUST00000024831	ENSMUSG00000024032	Tff1
ENSMUST00000024832	ENSMUSG00000024033	Rsph1
ENSMUST00000024833	ENSMUSG00000024034	Tmprss3
ENSMUST00000024839	ENSMUSG00000024042	Sik1
ENSMUST00000024840	ENSMUSG00000024043	Arhgap28
ENSMUST00000024846	ENSMUSG00000024048	Myl12a
ENSMUST00000024847	ENSMUSG00000024049	Myom1
ENSMUST00000024849	ENSMUSG00000024053	Emilin2
ENSMUST00000024851	ENSMUSG00000024056	Ndc80
ENSMUST00000024854	ENSMUSG00000024059	Clip4
ENSMUST00000024857	ENSMUSG00000024063	Lbh
ENSMUST00000024858	ENSMUSG00000024064	Galnt14
ENSMUST00000024860	ENSMUSG00000024065	Ehd3
ENSMUST00000024866	ENSMUSG00000024066	Xdh
ENSMUST00000024869	ENSMUSG00000024068	Spast
ENSMUST00000024870	ENSMUSG00000024069	Slc30a6
ENSMUST00000024873	ENSMUSG00000024072	Yipf4
ENSMUST00000024879	ENSMUSG00000024073	Birc6
ENSMUST00000024880	ENSMUSG00000024076	Vit
ENSMUST00000024882	ENSMUSG00000024078	Ttc27
ENSMUST00000024884	ENSMUSG00000024079	Eif2ak2
ENSMUST00000024885	ENSMUSG00000024081	Cebpz
ENSMUST00000024887	ENSMUSG00000024082	Ndufaf7
ENSMUST00000024888	ENSMUSG00000024083	Pja2
ENSMUST00000024889	ENSMUSG00000024083	Pja2
ENSMUST00000024894	ENSMUSG00000024087	Cyp1b1
ENSMUST00000024896	ENSMUSG00000024088	4930583I09Rik
ENSMUST00000024897	ENSMUSG00000024091	Vapa
ENSMUST00000024905	ENSMUSG00000024096	Ralbp1
ENSMUST00000024906	ENSMUSG00000024098	Twsg1
ENSMUST00000024909	ENSMUSG00000024099	Ndufv2
ENSMUST00000024914	ENSMUSG00000024105	Themis3
ENSMUST00000024916	ENSMUSG00000024107	Lhcgr
ENSMUST00000024926	ENSMUSG00000024114	Prss41
ENSMUST00000024928	ENSMUSG00000024116	Prss21
ENSMUST00000024930	ENSMUSG00000024118	1600002H07Rik
ENSMUST00000024931	ENSMUSG00000079662	Ntn3
ENSMUST00000024932	ENSMUSG00000024121	Atp6v0c
ENSMUST00000024936	ENSMUSG00000024124	Prss30
ENSMUST00000024939	ENSMUSG00000024125	Sbpl
ENSMUST00000024940	ENSMUSG00000024128	Sbp
ENSMUST00000024944	ENSMUSG00000024131	Slc3a1
ENSMUST00000024946	ENSMUSG00000024132	Eci1
ENSMUST00000024947	ENSMUSG00000024134	Six2
ENSMUST00000024954	ENSMUSG00000024140	Epas1
ENSMUST00000024956	ENSMUSG00000024143	Rhoq
ENSMUST00000024957	ENSMUSG00000024145	Pigf
ENSMUST00000024958	ENSMUSG00000033597	Caskin1
ENSMUST00000024959	ENSMUSG00000024146	Cript
ENSMUST00000024963	ENSMUSG00000024150	Mcfd2
ENSMUST00000024967	ENSMUSG00000024151	Msh2
ENSMUST00000024970	ENSMUSG00000024154	Gtf2a1l
ENSMUST00000024972	ENSMUSG00000024155	Meiob
ENSMUST00000024974	ENSMUSG00000024158	Hagh
ENSMUST00000024976	ENSMUSG00000024160	Spsb3
ENSMUST00000024978	ENSMUSG00000073435	Nme3
ENSMUST00000024979	ENSMUSG00000020859	Spag9
ENSMUST00000024981	ENSMUSG00000024165	Hn1l
ENSMUST00000024983	ENSMUSG00000024169	Ift140
ENSMUST00000024984	ENSMUSG00000024168	Tmem204
ENSMUST00000024987	ENSMUSG00000024170	Telo2
ENSMUST00000024988	ENSMUSG00000024164	C3
ENSMUST00000024993	ENSMUSG00000034039	Prss29
ENSMUST00000024999	ENSMUSG00000033200	Tpsg1
ENSMUST00000025000	ENSMUSG00000024172	St6gal2
ENSMUST00000025001	ENSMUSG00000024173	Tpsab1
ENSMUST00000025002	ENSMUSG00000024175	Tekt4
ENSMUST00000025003	ENSMUSG00000024176	Sox8
ENSMUST00000025004	ENSMUSG00000032915	Emr4
ENSMUST00000025007	ENSMUSG00000024177	Nme4
ENSMUST00000025010	ENSMUSG00000024180	Tmem8
ENSMUST00000025014	ENSMUSG00000024181	Mrpl28
ENSMUST00000025019	ENSMUSG00000073433	Arhgdig
ENSMUST00000025020	ENSMUSG00000024186	Rgs11
ENSMUST00000025023	ENSMUSG00000024188	Luc7l
ENSMUST00000025025	ENSMUSG00000024190	Dusp1
ENSMUST00000025027	ENSMUSG00000024194	Cuta
ENSMUST00000025034	ENSMUSG00000057789	Bak1
ENSMUST00000025036	ENSMUSG00000024201	Kdm4b
ENSMUST00000025045	ENSMUSG00000024208	Mnf1
ENSMUST00000025046	ENSMUSG00000024210	Ip6k3
ENSMUST00000025048	ENSMUSG00000024209	1700061G19Rik
ENSMUST00000025050	ENSMUSG00000024213	Nudt3
ENSMUST00000025052	ENSMUSG00000052146	Rps10
ENSMUST00000025053	ENSMUSG00000024212	Mllt1
ENSMUST00000025054	ENSMUSG00000024215	Spdef
ENSMUST00000025057	ENSMUSG00000024218	Taf11
ENSMUST00000025058	ENSMUSG00000024219	Anks1
ENSMUST00000025060	ENSMUSG00000024223	Armc12
ENSMUST00000025061	ENSMUSG00000024224	Clpsl2
ENSMUST00000025062	ENSMUSG00000024225	Clps
ENSMUST00000025064	ENSMUSG00000024227	2610034M16Rik
ENSMUST00000025069	ENSMUSG00000063889	Crem
ENSMUST00000025073	ENSMUSG00000024231	Cul2
ENSMUST00000025075	ENSMUSG00000024232	Bambi
ENSMUST00000025076	ENSMUSG00000024233	Lyzl1
ENSMUST00000025077	ENSMUSG00000024234	Mtpap
ENSMUST00000025078	ENSMUSG00000024235	Map3k8
ENSMUST00000025079	ENSMUSG00000024236	LOC101056227
ENSMUST00000025081	ENSMUSG00000024238	Zeb1
ENSMUST00000025083	ENSMUSG00000006740	Kif5b
ENSMUST00000025089	ENSMUSG00000024242	Map4k3
ENSMUST00000025092	ENSMUSG00000024245	Tmem178
ENSMUST00000025093	ENSMUSG00000024246	Thumpd2
ENSMUST00000025095	ENSMUSG00000024248	Cox7a2l
ENSMUST00000025101	ENSMUSG00000024253	Dync2li1
ENSMUST00000025106	ENSMUSG00000024258	Polr2d
ENSMUST00000025109	ENSMUSG00000024260	Sap130
ENSMUST00000025110	ENSMUSG00000024261	Syt4
ENSMUST00000025117	ENSMUSG00000024268	Celf4
ENSMUST00000025120	ENSMUSG00000024271	Elp2
ENSMUST00000025127	ENSMUSG00000024277	Mapre2
ENSMUST00000025137	ENSMUSG00000024287	Thoc1
ENSMUST00000025142	ENSMUSG00000024293	Esco1
ENSMUST00000025144	ENSMUSG00000024295	Cyp4f41-ps
ENSMUST00000025160	ENSMUSG00000024306	Ccdc178
ENSMUST00000025161	ENSMUSG00000024308	Tapbp
ENSMUST00000025163	ENSMUSG00000024309	H2-Ke2
ENSMUST00000025166	ENSMUSG00000024304	Cdh2
ENSMUST00000025170	ENSMUSG00000024312	Wdr46
ENSMUST00000025177	ENSMUSG00000033382	Trappc8
ENSMUST00000025178	ENSMUSG00000024319	Vps52
ENSMUST00000025181	ENSMUSG00000061232	H2-K1
ENSMUST00000025183	ENSMUSG00000024325	Ring1
ENSMUST00000025186	ENSMUSG00000024327	Slc39a7
ENSMUST00000025192	ENSMUSG00000024334	H2-Oa
ENSMUST00000025193	ENSMUSG00000024335	Brd2
ENSMUST00000025198	ENSMUSG00000024340	Btnl2
ENSMUST00000025202	ENSMUSG00000058975	Kcnc1
ENSMUST00000025204	ENSMUSG00000024346	Pfdn1
ENSMUST00000025208	ENSMUSG00000024350	Dnajc18
ENSMUST00000025209	ENSMUSG00000024352	Spata24
ENSMUST00000025211	ENSMUSG00000024353	Mzb1
ENSMUST00000025212	ENSMUSG00000024354	Slc23a1
ENSMUST00000025215	ENSMUSG00000024357	Sil1
ENSMUST00000025217	ENSMUSG00000024359	Hspa9
ENSMUST00000025218	ENSMUSG00000024360	Etf1
ENSMUST00000025223	ENSMUSG00000024365	Cyp21a1
ENSMUST00000025224	ENSMUSG00000024366	Gfra3
ENSMUST00000025228	ENSMUSG00000024370	Cdc23
ENSMUST00000025229	ENSMUSG00000090231	Cfb
ENSMUST00000025230	ENSMUSG00000024371	C2
ENSMUST00000025234	ENSMUSG00000024376	Epb4.1l4a
ENSMUST00000025237	ENSMUSG00000024379	Tslp
ENSMUST00000025239	ENSMUSG00000024381	Bin1
ENSMUST00000025241	ENSMUSG00000024382	Ercc3
ENSMUST00000025243	ENSMUSG00000024384	Iws1
ENSMUST00000025246	ENSMUSG00000024387	Csnk2b
ENSMUST00000025250	ENSMUSG00000024392	Bag6
ENSMUST00000025253	ENSMUSG00000024393	Prrc2a
ENSMUST00000025254	ENSMUSG00000024395	Lims2
ENSMUST00000025257	ENSMUSG00000024397	Aif1
ENSMUST00000025262	ENSMUSG00000024399	Ltb
ENSMUST00000025263	ENSMUSG00000024401	Tnf
ENSMUST00000025264	ENSMUSG00000024400	Wdr33
ENSMUST00000025266	ENSMUSG00000024402	Lta
ENSMUST00000025270	ENSMUSG00000024404	Riok3
ENSMUST00000025271	ENSMUSG00000024406	Pou5f1
ENSMUST00000025273	ENSMUSG00000024409	Psors1c2
ENSMUST00000025276	ENSMUSG00000024410	3110002H16Rik
ENSMUST00000025278	ENSMUSG00000024414	Mrpl27
ENSMUST00000025279	ENSMUSG00000024413	Npc1
ENSMUST00000025288	ENSMUSG00000024420	Zfp521
ENSMUST00000025290	ENSMUSG00000024423	Impact
ENSMUST00000025292	ENSMUSG00000024422	Dhx16
ENSMUST00000025293	ENSMUSG00000024425	Ndfip1
ENSMUST00000025294	ENSMUSG00000024424	Ttc39c
ENSMUST00000025295	ENSMUSG00000024427	Spry4
ENSMUST00000025300	ENSMUSG00000024431	Nr3c1
ENSMUST00000025305	ENSMUSG00000024436	Mrps18b
ENSMUST00000025311	ENSMUSG00000024440	Pcdh12
ENSMUST00000025312	ENSMUSG00000054128	H2-T3
ENSMUST00000025314	ENSMUSG00000024442	0610009O20Rik
ENSMUST00000025322	ENSMUSG00000024448	H2-M10.1
ENSMUST00000025329	ENSMUSG00000050747	Trim15
ENSMUST00000025337	ENSMUSG00000024456	Diap1
ENSMUST00000025338	ENSMUSG00000024462	Gabbr1
ENSMUST00000025349	ENSMUSG00000024471	Myot
ENSMUST00000025350	ENSMUSG00000024472	Dcp2
ENSMUST00000025354	ENSMUSG00000024477	Pggt1b
ENSMUST00000025356	ENSMUSG00000024479	Mal2
ENSMUST00000025357	ENSMUSG00000024480	Ap3s1
ENSMUST00000025358	ENSMUSG00000024481	4833403I15Rik
ENSMUST00000025363	ENSMUSG00000024486	Hbegf
ENSMUST00000025364	ENSMUSG00000024487	Yipf5
ENSMUST00000025375	ENSMUSG00000024498	Tcerg1
ENSMUST00000025377	ENSMUSG00000024500	Ppp2r2b
ENSMUST00000025379	ENSMUSG00000024501	Dpysl3
ENSMUST00000025381	ENSMUSG00000024503	Spink3
ENSMUST00000025383	ENSMUSG00000024505	Dtwd2
ENSMUST00000025385	ENSMUSG00000024507	Hsd17b4
ENSMUST00000025388	ENSMUSG00000024510	Ftmt
ENSMUST00000025390	ENSMUSG00000024512	Dynap
ENSMUST00000025391	ENSMUSG00000031337	Mtm1
ENSMUST00000025393	ENSMUSG00000024515	Smad4
ENSMUST00000025394	ENSMUSG00000024516	Sec11c
ENSMUST00000025395	ENSMUSG00000024517	Grp
ENSMUST00000025396	ENSMUSG00000024518	Rax
ENSMUST00000025397	ENSMUSG00000024519	Cplx4
ENSMUST00000025399	ENSMUSG00000024521	Pmaip1
ENSMUST00000025402	ENSMUSG00000024524	Gnal
ENSMUST00000025403	ENSMUSG00000024525	Impa2
ENSMUST00000025404	ENSMUSG00000024526	Cidea
ENSMUST00000025406	ENSMUSG00000024528	Srfbp1
ENSMUST00000025408	ENSMUSG00000024527	Afg3l2
ENSMUST00000025409	ENSMUSG00000024529	Lox
ENSMUST00000025411	ENSMUSG00000024530	Slmo1
ENSMUST00000025413	ENSMUSG00000024534	Sncaip
ENSMUST00000025417	ENSMUSG00000024535	Snx24
ENSMUST00000025418	ENSMUSG00000024537	Psmg2
ENSMUST00000025419	ENSMUSG00000024538	Ppic
ENSMUST00000025420	ENSMUSG00000024539	Ptpn2
ENSMUST00000025421	ENSMUSG00000079614	Seh1l
ENSMUST00000025425	ENSMUSG00000024542	Cep192
ENSMUST00000025427	ENSMUSG00000009535	Rnmt
ENSMUST00000025430	ENSMUSG00000024548	Setbp1
ENSMUST00000025434	ENSMUSG00000024552	Slc14a2
ENSMUST00000025439	ENSMUSG00000024556	Me2
ENSMUST00000025444	ENSMUSG00000024560	Cxxc1
ENSMUST00000025462	ENSMUSG00000024570	Rbfa
ENSMUST00000025468	ENSMUSG00000024575	Pde6a
ENSMUST00000025471	ENSMUSG00000024578	Il17b
ENSMUST00000025472	ENSMUSG00000024579	Pcyox1l
ENSMUST00000025474	ENSMUSG00000024581	Napg
ENSMUST00000025476	ENSMUSG00000024583	Txnl1
ENSMUST00000025477	ENSMUSG00000056812	St8sia3
ENSMUST00000025482	ENSMUSG00000039529	Atp8b1
ENSMUST00000025483	ENSMUSG00000024587	Nars
ENSMUST00000025484	ENSMUSG00000024588	Fech
ENSMUST00000025486	ENSMUSG00000024590	Lmnb1
ENSMUST00000025488	ENSMUSG00000024592	C330018D20Rik
ENSMUST00000025490	ENSMUSG00000024594	Prrc1
ENSMUST00000025497	ENSMUSG00000024598	Fbn2
ENSMUST00000025500	ENSMUSG00000024600	Slc27a6
ENSMUST00000025503	ENSMUSG00000024601	Isoc1
ENSMUST00000025505	ENSMUSG00000024603	Dctn4
ENSMUST00000025506	ENSMUSG00000024604	Rbm22
ENSMUST00000025511	ENSMUSG00000024608	Rps14
ENSMUST00000025515	ENSMUSG00000024614	Tmx3
ENSMUST00000025519	ENSMUSG00000024617	Camk2a
ENSMUST00000025520	ENSMUSG00000052026	Slc6a7
ENSMUST00000025521	ENSMUSG00000024619	Cdx1
